ts,datetime,open,close,move_pct,abs_move
1704279600000,2024-01-03 11:00:00+00:00,107.29,103.42,-0.03607046323049683,0.03607046323049683
1704294000000,2024-01-03 15:00:00+00:00,96.55,102.06,0.05706887622993273,0.05706887622993273
1704463200000,2024-01-05 14:00:00+00:00,100.78,97.45,-0.03304227029172453,0.03304227029172453
1704664800000,2024-01-07 22:00:00+00:00,92.86,89.29,-0.0384449709239715,0.0384449709239715
1704772800000,2024-01-09 04:00:00+00:00,99.8,103.37,0.03577154308617242,0.03577154308617242
1704801600000,2024-01-09 12:00:00+00:00,101.88,98.47,-0.03347074990184527,0.03347074990184527
1704837600000,2024-01-09 22:00:00+00:00,96.25,99.53,0.03407792207792209,0.03407792207792209
1704888000000,2024-01-10 12:00:00+00:00,97.32,93.56,-0.038635429510891814,0.038635429510891814
1704920400000,2024-01-10 21:00:00+00:00,96.53,101.68,0.05335128975448053,0.05335128975448053
1704967200000,2024-01-11 10:00:00+00:00,100.5,103.86,0.03343283582089552,0.03343283582089552
1704985200000,2024-01-11 15:00:00+00:00,105.41,100.79,-0.04382885874205474,0.04382885874205474
1705071600000,2024-01-12 15:00:00+00:00,98.4,95.32,-0.03130081300813021,0.03130081300813021
1705258800000,2024-01-14 19:00:00+00:00,99.18,96.14,-0.030651340996168643,0.030651340996168643
1705683600000,2024-01-19 17:00:00+00:00,88.41,91.42,0.0340459224069676,0.0340459224069676
1706263200000,2024-01-26 10:00:00+00:00,87.47,90.54,0.03509774779924554,0.03509774779924554
1706540400000,2024-01-29 15:00:00+00:00,96.05,99.92,0.04029151483602295,0.04029151483602295
1706749200000,2024-02-01 01:00:00+00:00,97.33,94.16,-0.03256960854823797,0.03256960854823797
1707512400000,2024-02-09 21:00:00+00:00,105.13,108.9,0.03586036335965006,0.03586036335965006
1709154000000,2024-02-28 21:00:00+00:00,112.24,116.09,0.03430149679258739,0.03430149679258739
1709164800000,2024-02-29 00:00:00+00:00,119.03,122.93,0.03276484919768131,0.03276484919768131
1709193600000,2024-02-29 08:00:00+00:00,125.5,131.65,0.049003984063745065,0.049003984063745065
1709251200000,2024-03-01 00:00:00+00:00,125.68,132.93,0.0576861871419478,0.0576861871419478
1709654400000,2024-03-05 16:00:00+00:00,139.19,133.1,-0.043753143185573704,0.043753143185573704
1709665200000,2024-03-05 19:00:00+00:00,131.1,119.24,-0.09046529366895499,0.09046529366895499
1709910000000,2024-03-08 15:00:00+00:00,151.68,145.35,-0.041732594936708944,0.041732594936708944
1710140400000,2024-03-11 07:00:00+00:00,143.48,147.85,0.030457206579314226,0.030457206579314226
1710363600000,2024-03-13 21:00:00+00:00,159.93,165.76,0.03645344838366776,0.03645344838366776
1710421200000,2024-03-14 13:00:00+00:00,172.14,166.35,-0.033635413035900966,0.033635413035900966
1710446400000,2024-03-14 20:00:00+00:00,162.42,168.35,0.036510281984977265,0.036510281984977265
1710489600000,2024-03-15 08:00:00+00:00,176.07,167.22,-0.05026409950587831,0.05026409950587831
1710507600000,2024-03-15 13:00:00+00:00,172.08,182.2,0.058809855880985445,0.058809855880985445
1710532800000,2024-03-15 20:00:00+00:00,183.28,176.84,-0.0351374945438673,0.0351374945438673
1710669600000,2024-03-17 10:00:00+00:00,185.87,193.29,0.03992037445526436,0.03992037445526436
1710810000000,2024-03-19 01:00:00+00:00,193.8,187.93,-0.030288957688338516,0.030288957688338516
1710835200000,2024-03-19 08:00:00+00:00,186.14,175.99,-0.054528849253250126,0.054528849253250126
1710878400000,2024-03-19 20:00:00+00:00,181.47,174.99,-0.03570838155066947,0.03570838155066947
1710892800000,2024-03-20 00:00:00+00:00,169.82,176.15,0.037274761512189454,0.037274761512189454
1710918000000,2024-03-20 07:00:00+00:00,167.82,173.36,0.03301156000476713,0.03301156000476713
1710957600000,2024-03-20 18:00:00+00:00,172.07,183.83,0.06834427849131179,0.06834427849131179
1711947600000,2024-04-01 05:00:00+00:00,201.09,194.74,-0.03157790044258787,0.03157790044258787
1712944800000,2024-04-12 18:00:00+00:00,163.43,150.99,-0.07611821574986231,0.07611821574986231
1712970000000,2024-04-13 01:00:00+00:00,151.61,146.35,-0.034694281379856334,0.034694281379856334
1713027600000,2024-04-13 17:00:00+00:00,145.6,139.35,-0.042925824175824176,0.042925824175824176
1713042000000,2024-04-13 21:00:00+00:00,124.4,133.42,0.07250803858520885,0.07250803858520885
1713067200000,2024-04-14 04:00:00+00:00,134.9,140.26,0.0397331356560414,0.0397331356560414
1713117600000,2024-04-14 18:00:00+00:00,137.76,142.36,0.033391405342625025,0.033391405342625025
1713132000000,2024-04-14 22:00:00+00:00,141.57,150.61,0.06385533658260946,0.06385533658260946
1713189600000,2024-04-15 14:00:00+00:00,149.46,144.73,-0.03164726348186818,0.03164726348186818
1713283200000,2024-04-16 16:00:00+00:00,127.61,132.15,0.03557714912624407,0.03557714912624407
1713373200000,2024-04-17 17:00:00+00:00,128.3,132.53,0.032969602494154246,0.032969602494154246
1713448800000,2024-04-18 14:00:00+00:00,134.49,138.83,0.032270057253327405,0.032270057253327405
1713488400000,2024-04-19 01:00:00+00:00,138.22,132.29,-0.04290261901316746,0.04290261901316746
1713506400000,2024-04-19 06:00:00+00:00,138.99,145.06,0.04367220663357071,0.04367220663357071
1714464000000,2024-04-30 08:00:00+00:00,135.08,130.87,-0.03116671602013627,0.03116671602013627
1714586400000,2024-05-01 18:00:00+00:00,126.85,133.96,0.056050453291289035,0.056050453291289035
1714647600000,2024-05-02 11:00:00+00:00,134.44,138.74,0.031984528414162536,0.031984528414162536
1714737600000,2024-05-03 12:00:00+00:00,136.88,141.96,0.03711279953243726,0.03711279953243726
1714982400000,2024-05-06 08:00:00+00:00,148.74,154.4,0.038052978351485786,0.038052978351485786
1715198400000,2024-05-08 20:00:00+00:00,145.48,141.08,-0.030244707176244005,0.030244707176244005
1715349600000,2024-05-10 14:00:00+00:00,153.02,147.49,-0.03613906678865508,0.03613906678865508
1715774400000,2024-05-15 12:00:00+00:00,144.19,148.96,0.03308135099521472,0.03308135099521472
1716231600000,2024-05-20 19:00:00+00:00,180.19,187.25,0.03918086464287698,0.03918086464287698
1716498000000,2024-05-23 21:00:00+00:00,172.2,178.97,0.039314750290360106,0.039314750290360106
1718193600000,2024-06-12 12:00:00+00:00,151.75,158.86,0.04685337726523897,0.04685337726523897
1718672400000,2024-06-18 01:00:00+00:00,141.53,132.64,-0.0628135377658448,0.0628135377658448
1719493200000,2024-06-27 13:00:00+00:00,139.6,148.03,0.06038681948424074,0.06038681948424074
1720054800000,2024-07-04 01:00:00+00:00,141.41,134.16,-0.051269358602644796,0.051269358602644796
1720134000000,2024-07-04 23:00:00+00:00,132.45,127.86,-0.03465458663646651,0.03465458663646651
1720144800000,2024-07-05 02:00:00+00:00,128.63,122.82,-0.04516831221332506,0.04516831221332506
1720166400000,2024-07-05 08:00:00+00:00,126.72,122.84,-0.030618686868686833,0.030618686868686833
1720184400000,2024-07-05 13:00:00+00:00,128.79,133.19,0.03416414317881828,0.03416414317881828
1720425600000,2024-07-08 08:00:00+00:00,132.6,140.55,0.05995475113122185,0.05995475113122185
1721142000000,2024-07-16 15:00:00+00:00,155.91,160.98,0.032518760823552005,0.032518760823552005
1722607200000,2024-08-02 14:00:00+00:00,166.07,157.61,-0.05094237369783814,0.05094237369783814
1722697200000,2024-08-03 15:00:00+00:00,151.33,146.2,-0.03389942509746926,0.03389942509746926
1722780000000,2024-08-04 14:00:00+00:00,143.65,137.79,-0.04079359554472686,0.04079359554472686
1722794400000,2024-08-04 18:00:00+00:00,135.01,139.1,0.03029405229242281,0.03029405229242281
1722816000000,2024-08-05 00:00:00+00:00,138.32,131.41,-0.04995662232504335,0.04995662232504335
1722826800000,2024-08-05 03:00:00+00:00,130.96,126.14,-0.03680513133781313,0.03680513133781313
1722841200000,2024-08-05 07:00:00+00:00,117.59,122.9,0.045156901097032076,0.045156901097032076
1722852000000,2024-08-05 10:00:00+00:00,119.96,115.96,-0.03334444814938313,0.03334444814938313
1722862800000,2024-08-05 13:00:00+00:00,111.83,122.6,0.09630689439327547,0.09630689439327547
1722880800000,2024-08-05 18:00:00+00:00,134.37,128.5,-0.04368534643149516,0.04368534643149516
1722902400000,2024-08-06 00:00:00+00:00,129.79,138.94,0.0704984975730026,0.0704984975730026
1722931200000,2024-08-06 08:00:00+00:00,141.98,137.49,-0.03162417241865038,0.03162417241865038
1722952800000,2024-08-06 14:00:00+00:00,138.93,144.83,0.04246742964082635,0.04246742964082635
1723039200000,2024-08-07 14:00:00+00:00,152.06,147.06,-0.032881757201104825,0.032881757201104825
1723078800000,2024-08-08 01:00:00+00:00,144.12,152.77,0.06001942825423262,0.06001942825423262
1723125600000,2024-08-08 14:00:00+00:00,154.17,159.58,0.035091133164688496,0.035091133164688496
1723150800000,2024-08-08 21:00:00+00:00,155.78,160.53,0.030491719091025805,0.030491719091025805
1723471200000,2024-08-12 14:00:00+00:00,144.3,149.14,0.03354123354123337,0.03354123354123337
1723744800000,2024-08-15 18:00:00+00:00,143.26,138.65,-0.032179254502303405,0.032179254502303405
1724792400000,2024-08-27 21:00:00+00:00,154.03,149.25,-0.0310329156657794,0.0310329156657794
1724954400000,2024-08-29 18:00:00+00:00,144.43,139.72,-0.03261095340303267,0.03261095340303267
1725228000000,2024-09-01 22:00:00+00:00,133.86,129.11,-0.03548483490213656,0.03548483490213656
1725652800000,2024-09-06 20:00:00+00:00,125.14,121.26,-0.031005274093015785,0.031005274093015785
1725897600000,2024-09-09 16:00:00+00:00,128.4,132.65,0.033099688473520246,0.033099688473520246
1727215200000,2024-09-24 22:00:00+00:00,148.75,153.35,0.03092436974789912,0.03092436974789912
1729000800000,2024-10-15 14:00:00+00:00,158.55,152.37,-0.038978240302743654,0.038978240302743654
1730473200000,2024-11-01 15:00:00+00:00,171.49,164.09,-0.04315120415184562,0.04315120415184562
1730858400000,2024-11-06 02:00:00+00:00,173.29,179.63,0.03658606959432168,0.03658606959432168
1731402000000,2024-11-12 09:00:00+00:00,224.86,215.7,-0.0407364582406832,0.0407364582406832
1731524400000,2024-11-13 19:00:00+00:00,219.6,210.87,-0.039754098360655694,0.039754098360655694
1731816000000,2024-11-17 04:00:00+00:00,221.37,235.08,0.06193251118037678,0.06193251118037678
1733259600000,2024-12-03 21:00:00+00:00,228.64,237.47,0.03861966410076983,0.03861966410076983
1733328000000,2024-12-04 16:00:00+00:00,233.73,225.76,-0.034099174260899326,0.034099174260899326
1733842800000,2024-12-10 15:00:00+00:00,216.6,206.55,-0.04639889196675893,0.04639889196675893
1734627600000,2024-12-19 17:00:00+00:00,206.18,197.05,-0.04428169560578133,0.04428169560578133
1734681600000,2024-12-20 08:00:00+00:00,191.36,181.68,-0.050585284280936484,0.050585284280936484
1734696000000,2024-12-20 12:00:00+00:00,176.02,183.77,0.0440290876036814,0.0440290876036814
1734876000000,2024-12-22 14:00:00+00:00,184.86,179.14,-0.030942334739803238,0.030942334739803238
1734922800000,2024-12-23 03:00:00+00:00,179.74,186.24,0.036163347056859904,0.036163347056859904
1736528400000,2025-01-10 17:00:00+00:00,184.72,191.61,0.03729969683845829,0.03729969683845829
1736946000000,2025-01-15 13:00:00+00:00,186.39,195.73,0.05010998444122541,0.05010998444122541
1737025200000,2025-01-16 11:00:00+00:00,200.42,212.78,0.06167049196686965,0.06167049196686965
1737180000000,2025-01-18 06:00:00+00:00,226.15,236.29,0.044837497236347494,0.044837497236347494
1737212400000,2025-01-18 15:00:00+00:00,242.85,257.75,0.061354745727815546,0.061354745727815546
1737259200000,2025-01-19 04:00:00+00:00,255.6,273.69,0.07077464788732396,0.07077464788732396
1737280800000,2025-01-19 10:00:00+00:00,274.01,284.44,0.03806430422247366,0.03806430422247366
1737295200000,2025-01-19 14:00:00+00:00,282.81,270.62,-0.043103143453201785,0.043103143453201785
1737320400000,2025-01-19 21:00:00+00:00,277.64,255.2,-0.08082408874801901,0.08082408874801901
1737331200000,2025-01-20 00:00:00+00:00,252.4,236.06,-0.06473851030110936,0.06473851030110936
1737342000000,2025-01-20 03:00:00+00:00,232.02,241.38,0.04034134988363065,0.04034134988363065
1737352800000,2025-01-20 06:00:00+00:00,244.78,257.84,0.053354032192172454,0.053354032192172454
1737392400000,2025-01-20 17:00:00+00:00,256.48,243.85,-0.04924360573923902,0.04924360573923902
1737414000000,2025-01-20 23:00:00+00:00,250.11,242.19,-0.03166606693055062,0.03166606693055062
1737482400000,2025-01-21 18:00:00+00:00,249.12,259.43,0.04138567758509956,0.04138567758509956
1737572400000,2025-01-22 19:00:00+00:00,253.87,265.29,0.04498365305077408,0.04498365305077408
1738008000000,2025-01-27 20:00:00+00:00,226.54,234.4,0.034695859450869664,0.034695859450869664
1738465200000,2025-02-02 03:00:00+00:00,214.21,207.11,-0.03314504458241909,0.03314504458241909
1738544400000,2025-02-03 01:00:00+00:00,198.34,184.93,-0.0676111727336896,0.0676111727336896
1738555200000,2025-02-03 04:00:00+00:00,197.92,189.87,-0.04067299919159248,0.04067299919159248
1738576800000,2025-02-03 10:00:00+00:00,194.2,201.84,0.03934088568486105,0.03934088568486105
1738594800000,2025-02-03 15:00:00+00:00,199.7,207.02,0.03665498247371068,0.03665498247371068
1738645200000,2025-02-04 05:00:00+00:00,212.92,203.94,-0.04217546496336648,0.04217546496336648
1739858400000,2025-02-18 06:00:00+00:00,172.25,165.32,-0.04023222060957914,0.04023222060957914
1739869200000,2025-02-18 09:00:00+00:00,163.89,170.0,0.037281103178961585,0.037281103178961585
1740434400000,2025-02-24 22:00:00+00:00,150.1,140.26,-0.06555629580279816,0.06555629580279816
1740481200000,2025-02-25 11:00:00+00:00,136.73,141.28,0.03327726175674696,0.03327726175674696
1740510000000,2025-02-25 19:00:00+00:00,140.89,145.43,0.03222372063311818,0.03222372063311818
1740704400000,2025-02-28 01:00:00+00:00,135.98,131.29,-0.03449036623032797,0.03449036623032797
1740751200000,2025-02-28 14:00:00+00:00,137.85,144.34,0.047080159593761405,0.047080159593761405
1740927600000,2025-03-02 15:00:00+00:00,140.76,157.46,0.11864165956237581,0.11864165956237581
1740981600000,2025-03-03 06:00:00+00:00,169.8,161.81,-0.04705535924617202,0.04705535924617202
1741010400000,2025-03-03 14:00:00+00:00,165.82,155.13,-0.06446749487395971,0.06446749487395971
1741028400000,2025-03-03 19:00:00+00:00,148.88,141.87,-0.04708490059108,0.04708490059108
1741050000000,2025-03-04 01:00:00+00:00,141.68,136.56,-0.03613777526821008,0.03613777526821008
1741107600000,2025-03-04 17:00:00+00:00,136.24,140.86,0.03391074574280684,0.03391074574280684
1741305600000,2025-03-07 00:00:00+00:00,143.3,136.51,-0.04738311235170984,0.04738311235170984
1741370400000,2025-03-07 18:00:00+00:00,143.39,149.63,0.04351767905711702,0.04351767905711702
1741611600000,2025-03-10 13:00:00+00:00,129.42,125.0,-0.03415237212177397,0.03415237212177397
1741633200000,2025-03-10 19:00:00+00:00,115.86,119.71,0.03322976005523903,0.03322976005523903
1741705200000,2025-03-11 15:00:00+00:00,119.9,125.02,0.04270225187656372,0.04270225187656372
1743631200000,2025-04-02 22:00:00+00:00,125.36,118.68,-0.05328653477983402,0.05328653477983402
1743760800000,2025-04-04 10:00:00+00:00,119.62,115.03,-0.03837150978097311,0.03837150978097311
1743962400000,2025-04-06 18:00:00+00:00,111.43,107.69,-0.033563672260612125,0.033563672260612125
1744005600000,2025-04-07 06:00:00+00:00,101.93,97.18,-0.046600608260570976,0.046600608260570976
1744030800000,2025-04-07 13:00:00+00:00,102.96,106.6,0.03535353535353536,0.03535353535353536
1744045200000,2025-04-07 17:00:00+00:00,103.86,107.6,0.03601001347968414,0.03601001347968414
1744074000000,2025-04-08 01:00:00+00:00,107.04,111.03,0.03727578475336318,0.03727578475336318
1744196400000,2025-04-09 11:00:00+00:00,106.87,103.43,-0.03218864040422942,0.03218864040422942
1744218000000,2025-04-09 17:00:00+00:00,108.29,119.37,0.10231785021700986,0.10231785021700986
1744642800000,2025-04-14 15:00:00+00:00,133.34,128.8,-0.034048297585120686,0.034048297585120686
1746784800000,2025-05-09 10:00:00+00:00,166.45,173.98,0.04523881045358968,0.04523881045358968
1747612800000,2025-05-19 00:00:00+00:00,173.3,168.06,-0.0302365839584536,0.0302365839584536
1747846800000,2025-05-21 17:00:00+00:00,173.21,167.13,-0.03510189942843954,0.03510189942843954
1747998000000,2025-05-23 11:00:00+00:00,185.94,177.91,-0.043185973970097886,0.043185973970097886
1749578400000,2025-06-10 18:00:00+00:00,158.25,163.95,0.03601895734597149,0.03601895734597149
1749772800000,2025-06-13 00:00:00+00:00,152.32,145.57,-0.04431460084033614,0.04431460084033614
1750539600000,2025-06-21 21:00:00+00:00,138.43,132.74,-0.04110380697825614,0.04110380697825614
1750597200000,2025-06-22 13:00:00+00:00,133.53,128.74,-0.03587208866921285,0.03587208866921285
1750698000000,2025-06-23 17:00:00+00:00,132.52,136.77,0.03207063084817386,0.03207063084817386
1751295600000,2025-06-30 15:00:00+00:00,151.34,157.83,0.04288357341086302,0.04288357341086302
1755093600000,2025-08-13 14:00:00+00:00,202.5,196.21,-0.03106172839506169,0.03106172839506169
1755172800000,2025-08-14 12:00:00+00:00,203.61,194.41,-0.04518442119738724,0.04518442119738724
1755871200000,2025-08-22 14:00:00+00:00,180.25,191.7,0.06352288488210812,0.06352288488210812
1755921600000,2025-08-23 04:00:00+00:00,198.15,204.67,0.03290436537976271,0.03290436537976271
1756818000000,2025-09-02 13:00:00+00:00,197.99,204.05,0.03060760644476995,0.03060760644476995
1757080800000,2025-09-05 14:00:00+00:00,209.66,202.24,-0.035390632452542155,0.035390632452542155
1759305600000,2025-10-01 08:00:00+00:00,210.18,216.57,0.03040251213245783,0.03040251213245783
1760108400000,2025-10-10 15:00:00+00:00,219.79,210.7,-0.04135765958414852,0.04135765958414852
1760126400000,2025-10-10 20:00:00+00:00,205.31,196.84,-0.04125468803273099,0.04125468803273099
1760277600000,2025-10-12 14:00:00+00:00,179.17,186.29,0.039738795557291984,0.039738795557291984
1760454000000,2025-10-14 15:00:00+00:00,195.89,202.22,0.03231405380570735,0.03231405380570735
1760626800000,2025-10-16 15:00:00+00:00,194.03,187.61,-0.03308766685564082,0.03308766685564082
1761055200000,2025-10-21 14:00:00+00:00,185.1,192.75,0.04132901134521883,0.04132901134521883
1762138800000,2025-11-03 03:00:00+00:00,183.47,177.57,-0.03215784596936832,0.03215784596936832
1762182000000,2025-11-03 15:00:00+00:00,176.44,166.79,-0.054692813420993004,0.054692813420993004
1762232400000,2025-11-04 05:00:00+00:00,165.04,157.69,-0.04453465826466308,0.04453465826466308
1763654400000,2025-11-20 16:00:00+00:00,138.56,132.65,-0.0426530023094688,0.0426530023094688
1764547200000,2025-12-01 00:00:00+00:00,133.48,127.57,-0.044276296074318225,0.044276296074318225
1764687600000,2025-12-02 15:00:00+00:00,132.97,137.84,0.03662480258704975,0.03662480258704975
1765292400000,2025-12-09 15:00:00+00:00,132.52,138.45,0.044747962571687123,0.044747962571687123
1765551600000,2025-12-12 15:00:00+00:00,138.47,133.49,-0.03596446883801538,0.03596446883801538
1765983600000,2025-12-17 15:00:00+00:00,132.62,126.77,-0.04411099381692059,0.04411099381692059
1766084400000,2025-12-18 19:00:00+00:00,121.54,117.56,-0.032746420931380645,0.032746420931380645
1768777200000,2026-01-18 23:00:00+00:00,142.86,137.87,-0.03492930141397178,0.03492930141397178
1769011200000,2026-01-21 16:00:00+00:00,130.43,125.59,-0.03710802729433415,0.03710802729433415
1769022000000,2026-01-21 19:00:00+00:00,127.61,131.5,0.030483504427552703,0.030483504427552703
1769367600000,2026-01-25 19:00:00+00:00,121.69,117.96,-0.03065165584682393,0.03065165584682393
